index,headline,short_description,Model_Predict
128,"['ann', 'romney', 'vogu', 'profil', 'fell', 'anna', 'wintour', 'lost', 'polit', 'clout']","['cold', 'shoulder', 'ann', 'mayb', 'offici', 'made', 'style', 'debut', 'republican', 'nation', 'convent']",STYLE & BEAUTY
129,"['american', 'afraid', 'take', 'vacat', 'yet', 'plan', 'work', 'time']","['american', 'afraid', 'stress', 'take', 'vacat', 'day', 'yet', 'spend', 'time', 'plan', 'vacat', 'work']",TRAVEL
130,"['honest', 'mistak', 'get', 'fire']","['mani', 'thing', 'get', 'good', 'hard', 'work', 'peopl', 'fire', 'honest', 'mistak', 'often', 'carri', 'hard', 'hit', 'consequ']",BUSINESS
131,"['bizarr', 'truth', 'brassier']","['time', 'mindless', 'action', 'everi', 'morn', 'night', 'becom', 'incorpor', 'daili', 'routin', 'put', 'bra', 'take', 'recent', 'close', 'male', 'friend', 'ask', 'like', 'wear', 'bra', 'everyday', 'see', 'size', 'guid', 'bra']",STYLE & BEAUTY
132,"['audrey', 'hepburn', 'vs', 'katharin', 'hepburn', 'better', 'style', 'icon', 'vote']","['though', 'may', 'share', 'surnam', 'katharin', 'audrey', 'hepburn', 'differ', 'one', 'american', 'icon', 'whose']",STYLE & BEAUTY
133,"['step', 'find', 'best', 'airplan', 'seat']","['airlin', 'gener', 'hold', 'back', 'certain', 'choic', 'seat', 'assign', 'elit', 'frequent', 'flyer', 'seat', 'assign', 'releas', 'airport', 'flight', 'time']",TRAVEL
134,['take'],"['admit', 'might', 'addict', 'free', 'hotel', 'provid', 'amen']",TRAVEL
135,"['jenna', 'lyon', 'style', 'icon', 'might', 'think']","['one', 'might', 'expect', 'jenna', 'singl', 'champion', 'pattern', 'clasher', 'like', 'solang', 'low', 'key', 'prep', 'like', 'kati', 'holm']",BUSINESS
136,"['discov', 'denver']","['magnific', 'mountain', 'backdrop', 'modern', 'architectur', 'throughout', 'citi', 'make', 'imposs', 'turn', 'corner', 'without', 'greet', 'breathtak', 'view']",TRAVEL
137,"['naomi', 'campbel', 'fete', 'olymp', 'sarah', 'ferguson', 'kate', 'moss', 'photo']","['campbel', 'put', 'hair', 'weav', 'disast', 'behind', 'greet', 'guest', 'slinki', 'black', 'roberto', 'caval', 'gown', 'kate', 'moss']",STYLE & BEAUTY
138,"['enjoy', 'washington', 'cherri', 'blossom', 'festiv']","['f', 'sensori', 'overload', 'start', 'day', 'bloodi', 'mari', 'mimosa', 'perri', 'waitstaff', 'don', 'drag']",TRAVEL
139,"['mila', 'kuni', 'without', 'makeup', 'photo']","['check', 'pic', 'see', 'celeb', 'without', 'makeup', 'photo', 'mila', 'kuni', 'never', 'one', 'cake', 'makeup']",STYLE & BEAUTY
140,"['vaniti', 'fair', 'tribeca', 'film', 'festiv', 'parti', 'bring', 'celeb', 'hide', 'photo']","['best', 'look', 'night', 'vote', 'unconvent', 'set', 'made', 'strang', 'backdrop', 'celeb', 'pose']",STYLE & BEAUTY
141,"['go', 'winter']","['winter', 'vacat', 'alway', 'synonym', 'over', 'obnoxi', 'rel', 'even', 'certainli', 'deserv', 'anoth', 'trip']",TRAVEL
143,"['facebook', 'top', 'citi', 'romanc', 'photo']","['uptak', 'analyz', 'million', 'statu', 'updat', 'photo', 'caption', 'album', 'cover', 'facebook', 'order', 'bring', 'list', 'smooch', 'worthi', 'spot', 'u', 'peopl', 'talk']",STYLE & BEAUTY
144,"['teracoin', 'digit', 'currenc', 'mint', 'labor', 'forc']","['like', 'propos', 'digit', 'currenc', 'act', 'balanc', 'play', 'field', 'start', 'bitcoin', 'let', 'make', 'modif']",BUSINESS
145,"['expert', 'advic', 'take', 'red', 'plung']","['red', 'hair', 'top', 'trend', 'mani', 'women', 'ask', 'question', 'go', 'red', 'bring', 'top', 'question', 'answer', 'rock', 'red', 'hair']",STYLE & BEAUTY
146,"['lupita', 'nyong', 'new', 'face', 'lancom', 'prove', 'yet', 'woman']","['check', 'lupita', 'announc', 'lancￃﾴm', 'partnership', 'video', 'amaz', 'style', 'moment']",STYLE & BEAUTY
147,"['dark', 'glamour', 'milan']","['milan', 'brought', 'darker', 'sophist', 'side', 'feminin', 'citi', 'histori', 'appropri', 'design', 'embrac', 'regal', 'heritag', 'present', 'us', 'dramat', 'yet', 'provoc', 'accessori', 'collect']",STYLE & BEAUTY
148,"['unexpect', 'act', 'kind', 'industri', 'care']","['listen', 'passeng', 'complaint', 'everi', 'day', 'hear', 'someth', 'like', 'move', 'tear', 'stori', 'like', 'make', 'believ', 'airlin', 'might', 'still', 'understand', 'custom', 'servic', 'busi']",BUSINESS
149,"['except', 'octob', 'getaway']","['outer', 'bank', 'north', 'carolina', 'photo', 'outer', 'bank', 'visitor', 'bureau', 'look', 'true', 'tast', 'midwest', 'find']",TRAVEL
150,"['opec', 'massiv', 'trillion', 'haul', 'sow', 'jihad']","['torrent', 'money', 'flow', 'opec', 'especi', 'persian', 'gulf', 'state', 'rais', 'question', 'massiv', 'windfal', 'put', 'use', 'provid', 'fresh', 'capit', 'world', 'largest', 'sovereign', 'wealth', 'fund', 'saudi', 'arabia', 'unit', 'arab', 'emir', 'kuwait']",BUSINESS
152,"['street', 'style', 'fashion', 'week', 'excit', 'fashion', 'day', 'nyfw', 'fall']","['day', 'two', 'new', 'york', 'fashion', 'week', 'warmer', 'somehow', 'street', 'style', 'got', 'even', 'better', 'peopl', 'pull']",STYLE & BEAUTY
153,"['jonathan', 'pryce', 'beard', 'day']","['jonathan', 'pryce', 'devot', 'certain', 'hour', 'day', 'document', 'beard', 'cultur', 'label', 'develop', 'trend', 'british', 'capit', 'daili', 'discoveri', 'end', 'blog', 'also', 'home', 'project', 'beard', 'day']",BUSINESS
155,"['photo', 'prove', 'australia', 'stun', 'place', 'earth']","['fli', 'high']",TRAVEL
156,"['mackag', 'canadian', 'employe', 'new', 'york', 'style', 'shop', 'talk', 'photo']","['favorit', 'piec', 'collect', 'beauti', 'flowi', 'piec', 'tight', 'dress', 'underneath']",STYLE & BEAUTY
157,"['emili', 'post', 'guid', 'fli', 'privat']","['lucki', 'enough', 'grant', 'entri', 'world', 'privat', 'plane', 'travel', 'think', 'invit', 'host', 'home', 'sky', 'littl', 'jetiquett', 'goe', 'far', 'beyond', 'stick', 'gum', 'seat']",TRAVEL
158,"['sephora', 'unveil', 'diverg', 'makeup', 'collect', 'photo']","['beauti', 'retail', 'releas', 'diverg', 'inspir', 'limit', 'edit', 'collect', 'slate', 'come', 'next', 'month', 'although']",STYLE & BEAUTY
159,"['easi', 'via', 'ferrata', 'dolomit']","['mani', 'avail', 'via', 'ferrata', 'path', 'found', 'dolomit', 'follow', 'five', 'rel', 'easi', 'tackl', 'excel', 'first', 'time', 'climber']",TRAVEL
160,"['top', 'ho', 'ho', 'hotel', 'holiday']","['wonder', 'time', 'year', 'around', 'corner', 'embark', 'upon', 'yuletid', 'vacat', 'away', 'home', 'list', 'merriest', 'hotel', 'around', 'globe', 'guarante', 'get', 'anyon', 'holiday', 'spirit']",TRAVEL
161,"['new', 'orlean', 'bar', 'must', 'visit', 'mardi', 'gra']","['mani', 'great', 'bar', 'visit', 'area', 'bourbon', 'st', 'made', 'list', 'favorit', 'tri', 'year']",TRAVEL
162,"['spotifi', 'fair', 'musician', 'chat', 'mark', 'kelli']","['fundament', 'question', 'one', 'fair', 'artist', 'right', 'compens', 'contribut', 'futur', 'artist', 'suffici', 'incent', 'exist', 'make', 'music']",BUSINESS
163,"['go', 'want', 'amaz', 'accessori', 'hollywood', 'wore', 'week']","['januari', 'jone', 'ear', 'cuff', 'rees', 'witherspoon', 'hat', 'eva', 'mend', 'headband', 'purs', 'excit', 'spring']",STYLE & BEAUTY
164,"['wax', 'museum', 'fisherman', 'wharf', 'san', 'francisco', 'close', 'door', 'anniversari', 'photo']","['check', 'photo', 'wax', 'museum', 'fisherman', 'wharf', 'slideshow', 'think', 'met', 'anyon', 'els']",TRAVEL
165,"['gisel', 'bundchen', 'instagram', 'sweetest', 'feed', 'worth', 'follow', 'photo']","['one', 'model', 'got', 'gripe', 'gisel', 'bundchen', 'whose', 'love', 'stream', 'photo', 'bikini', 'shot', 'kissi']",STYLE & BEAUTY
167,"['ultim', 'walt', 'disney', 'world', 'planner']","['walt', 'disney', 'world', 'one', 'popular', 'vacat', 'destin', 'planet', 'sheer', 'fact', 'offer', 'much']",TRAVEL
168,"['googl', 'busi', 'predatori', 'lender', 'anymor']","['get', 'littl', 'harder', 'find', 'loan', 'percent', 'interest']",BUSINESS
169,"['jennif', 'connelli', 'blond', 'new', 'movi', 'virginia', 'watch']","['shock', 'watch', 'actress', 'recent', 'trailer', 'upcom', 'film', 'virginia', 'connelli', 'play']",STYLE & BEAUTY
170,"['collect', 'intellig', 'bottom', 'line', 'impact']","['think', 'bottom', 'line', 'busi', 'whether', 'corpor', 'arena', 'entrepreneuri', 'space', 'immedi', 'jump', 'process', 'fiscal', 'much', 'valu', 'term', 'cold', 'hard', 'cash']",BUSINESS
171,"['eco', 'friendli', 'travel', 'product', 'pack', 'green', 'vacat']","['vacuum', 'insul', 'steel', 'bottl', 'cap', 'combo', 'kleen', 'kanteen', 'crucial', 'stay', 'hydrat', 'fli', 'itti']",TRAVEL
172,"['lauren', 'conrad', 'allur', 'april', 'cover', 'star', 'look', 'pretti', 'differ']","['even', 'though', 'favor', 'laid', 'back', 'look', 'also', 'admit', 'affin', 'least', 'one', 'glamor', 'accessori', 'hair', 'extens']",STYLE & BEAUTY
174,"['wall', 'street', 'bounc', 'back', 'day', 'volatil', 'trade']","['dow', 'jone', 'industri', 'averag', 'rose', 'point', 'percent']",BUSINESS
175,"['geniu', 'travel', 'hack', 'put', 'mind', 'eas', 'vacat']","['take', 'two', 'second']",TRAVEL
176,"['goldman', 'sach', 'settlement', 'talk', 'billion', 'trade', 'loss']","['nov', 'reuter', 'goldman', 'sach', 'group', 'inc', 'settlement', 'talk', 'u', 'govern', 'billion', 'posit']",BUSINESS
177,"['resurg', 'men', 'underwear', 'multi', 'pack']","['promin', 'brand', 'men', 'underwear', 'industri', 'offer', 'slew', 'hottest', 'style', 'pair', 'three', 'even', 'four', 'pack', 'made', 'qualiti', 'come', 'expect', 'industri', 'lead', 'brand']",BUSINESS
178,"['stock', 'market', 'trick', 'energi', 'compani', 'use', 'surviv', 'plummet', 'oil', 'price']","['energi', 'compani', 'issu', 'new', 'share', 'offer', 'year', 'done', 'better', 'averag']",BUSINESS
179,"['post', 'parti', 'beauti', 'tip']","['littl', 'preparatori', 'guid', 'help', 'stay', 'gorgeou', 'feel', 'renew', 'resolut', 'despit', 'late', 'night', 'fast', 'time']",BUSINESS
180,"['trust', 'big', 'corpor', 'read']","['presid', 'trump', 'recent', 'announc', 'like', 'scale', 'back', 'scope', 'feder', 'regul', 'level', 'stood']",BUSINESS
181,"['airbnb', 'realli', 'better', 'stay', 'hostel']","['six', 'year', 'sinc', 'airbnb', 'launch', 'compani', 'pretti', 'much', 'manag', 'redefin', 'budget', 'travel', 'sinc', 'play', 'role', 'host', 'guest', 'sever', 'countri', 'citi', 'often', 'mix', 'feel']",BUSINESS
182,"['lucil', 'ball', 'ladylik', 'style', 'get', 'photo']","['getti', 'imag', 'want', 'add', 'touch', 'glamour', 'daili', 'look', 'take', 'cue', 'eva', 'mend', 'stun', 'retro', 'inspir']",STYLE & BEAUTY
183,"['pilot', 'bent', 'rule', 'make', 'everyon', 'day', 'better']","['friendli', 'remind', 'air', 'travel', 'awesom']",TRAVEL
184,"['wedg', 'sneaker', 'kid', 'basic', 'skecher', 'youth', 'photo']","['like', 'skecher', 'love', 'prada', 'backpack']",TRAVEL
185,"['male', 'model', 'photoshop', 'understand', 'real', 'accept']","['regular', 'non', 'model', 'individu', 'like', 'us', 'option', 'mean', 'make', 'peac', 'bodi', 'got']",STYLE & BEAUTY
186,"['secret', 'life', 'cruis', 'ship', 'lectur']","['get', 'last', 'minut', 'phone', 'call', 'fill', 'sick', 'shipboard', 'lectur', 'slightli', 'nervou', 'bring', 'sort', 'new', 'viru', 'aboard', 'seem', 'lot', 'like', 'end', 'bore', 'passeng', 'death']",TRAVEL
187,"['florenc', 'welch', 'dress', 'actual', 'dog', 'day', 'summer', 'photo']","['florenc', 'machin', 'songstress', 'prove', 'know', 'way', 'around', 'microphon', 'also']",TRAVEL
188,"['father', 'day', 'gift', 'guid']","['thing', 'beaten', 'path', 'univers', 'guy', 'appeal', 'short', 'gift', 'dad', 'realli', 'want', 'love']",TRAVEL
189,"['susan', 'lucci', 'style', 'evolut', 'drama', 'queen', 'tv', 'red', 'carpet', 'photo']","['think', 'column', 'dress', 'cleavag', 'lot', 'hairspray']",STYLE & BEAUTY
190,"['ashton', 'kutcher', 'erin']","['research', 'let', 'honest', 'intens', 'googl', 'come', 'list', 'way', 'possibl', 'get', 'ashton', 'kutcher', 'invest', 'fashion', 'startup']",BUSINESS
191,"['time', 'turn', 'workplac', 'insid']","['pixar', 'newest', 'movi', 'insid', 'brought', 'mind', 'year', 'old', 'girl', 'riley', 'meet', 'five', 'charact', 'depict', 'emot', 'joy', 'fear', 'anger', 'disgust', 'sad', 'charact', 'control', 'everyth', 'decis', 'action', 'memori']",BUSINESS
192,"['india', 'perfect', 'famili', 'holiday']","['fed', 'rest', 'readi', 'someth', 'big', 'next', 'day', 'came', 'game', 'changer', 'schedul', 'someth', 'thought']",TRAVEL
193,"['banana', 'republ', 'fashion', 'show', 'plane', 'kany', 'west', 'sell', 'shoe', 'style', 'news']","['rememb', 'bunch', 'rich', 'kid', 'hollywood', 'got', 'caught', 'steal', 'hous', 'peopl', 'like', 'orlando', 'bloom', 'lindsay']",STYLE & BEAUTY
194,"['top', 'extrem', 'shop', 'spot', 'around', 'world']","['transform', 'holiday', 'shop', 'experi', 'visit', 'one', 'top', 'extrem', 'shop', 'spot', 'around', 'world', 'experi', 'everyth', 'indoor', 'ski', 'underwat', 'zoo', 'underground', 'shop']",TRAVEL
196,"['best', 'weird', 'activ', 'austin', 'sxsw']","['sxsw', 'probabl', 'done', 'lot', 'stalwart', 'austin', 'thing', 'like', 'left', 'waterloo', 'record']",TRAVEL
197,"['afternoon', 'tea', 'burj', 'al', 'arab', 'photo']","['begin', 'champagn', 'cup', 'tea', 'chosen', 'extens', 'list', 'span', 'page', 'menu']",TRAVEL
198,"['gisel', 'vogu', 'pari', 'june', 'cover', 'involv', 'much', 'sand', 'cloth', 'photo']","['supermodel', 'chosen', 'mag', 'first', 'cover', 'girl', 'editor', 'chief', 'emmanuel', 'alt', 'took', 'rein']",STYLE & BEAUTY
199,"['week', 'beauti', 'best', 'worst', 'septemb', 'photo']","['survey', 'two', 'third', 'british', 'women', 'said', 'head', 'offic', 'bare', 'face', 'caus', 'stress', 'public', 'speak']",BUSINESS
200,"['reason', 'visit', 'nation', 'park', 'right']","['thank', 'np', 'park', 'photo', 'nation', 'park', 'glacier', 'bay', 'inhabit', 'alaska', 'huna', 'tlingit', 'tribe']",TRAVEL
201,"['sign', 'wear', 'much', 'makeup']","['lipstick', 'smear', 'across', 'face', 'spend', 'minut', 'remov', 'makeup', 'eyebrow']",STYLE & BEAUTY
202,"['save', 'thanksgiv', 'travel']","['think', 'first', 'step', 'anytim', 'travel', 'get', 'phone', 'credit', 'card', 'compani', 'see', 'bargain', 'offer', 'front']",BUSINESS
203,"['cultur', 'import', 'vision', 'see', 'nation', 'stage']","['leadership', 'problem', 'one', 'thing', 'cultur', 'leader', 'creat', 'abil', 'either', 'accomplish', 'great', 'thing', 'magnifi', 'incompet', 'whatev', 'level', 'lead', 'best', 'creat', 'great', 'organiz', 'cultur']",BUSINESS
204,"['exxon', 'goe', 'climat', 'ngo', 'warn', 'destroy', 'commun']","['oil', 'giant', 'say', 'request', 'focus', 'group', 'individu', 'directli', 'involv', 'campaign', 'discredit', 'compani']",BUSINESS
205,"['screw', 'busi', 'usual', 'rest', 'corpor', 'diplomaci', 'summer', 'read', 'list']","['summertim', 'alway', 'excel', 'time', 'reflect', 'recharg', 'catch', 'read', 'mean', 'read', 'longer']",BUSINESS
206,"['new', 'orlean', 'beyond', 'bourbon', 'street']","['real', 'new', 'orlean', 'lurk', 'one', 'inspir', 'artist', 'poet', 'songwrit', 'new', 'orlean', 'charm', 'hospit', 'beauti', 'world', 'famou', 'cuisin']",TRAVEL
207,"['yelp', 'user', 'drag', 'trump', 'hotel', 'leav', 'thole', 'review']","['perhap', 'trump', 'brand', 'could', 'take', 'lesson', 'norway', 'best', 'hotel']",BUSINESS
208,"['celebr', 'bang', 'look', 'everi', 'face', 'shape']","['bang', 'seriou', 'moment', 'hollywood', 'read', 'bellasugar', 'com']",STYLE & BEAUTY
209,"['goldi', 'hawn', 'photo', 'anti', 'gay', 'nigerian', 'presid', 'everi', 'right', 'caus', 'uproar']","['hawn', 'delet', 'tweet', 'apolog', 'number', 'twitter', 'follow', 'call', 'jonathan', 'anti', 'gay', 'action']",BUSINESS
210,"['obama', 'defend', 'auto', 'bailout', 'bet', 'american', 'worker']","['washington', 'oct', 'reuter', 'presid', 'barack', 'obama', 'sought', 'saturday', 'sustain', 'momentum', 'vice', 'presid', 'joe', 'biden']",BUSINESS
211,"['come', 'closet']","['skeleton', 'closet', 'everyth', 'mess', 'closet']",STYLE & BEAUTY
212,"['culmin', 'year', 'antarct', 'journey']","['final', 'leg', 'race', 'across', 'great', 'desert', 'antarctica', 'end', 'friday', 'conclus', 'amaz', 'adventur', 'span', 'mani', 'year']",TRAVEL
213,"['vine', 'time', 'must', 'event', 'california', 'wine', 'month']","['septemb', 'grand', 'number', 'reason', 'least', 'gloriou', 'event', 'grape', 'harvest', 'state', 'u', 'harvest', 'grape', 'california']",TRAVEL
214,"['speak', 'english', 'like', 'irish', 'paddi', 'day']","['listen', 'learn', 'follow', 'along', 'may', 'plastic', 'paddi']",TRAVEL
215,"['long', 'island', 'ice', 'tea', 'corp', 'share', 'skyrocket', 'renam', 'long', 'blockchain', 'corp']","['surg', 'compani', 'stock', 'price', 'lift', 'market', 'capit', 'million', 'million', 'wednesday', 'close']",BUSINESS
216,"['great', 'plu', 'size', 'cloth', 'sale', 'less']","['slowli', 'sure', 'plu', 'size', 'cloth', 'get', 'fashion', 'though', 'still', 'pretti', 'atroci', 'item']",STYLE & BEAUTY
217,"['tohoku', 'earthquak', 'gave', 'famili', 'dead', 'photo']","['march', 'last', 'year', 'minut', 'earthquak', 'woke', 'sound', 'phone', 'messag', 'one', 'favorit', 'former', 'student', 'japan']",BUSINESS
218,"['verizon', 'comcast', 'approach', 'centuri', 'fox', 'acquir', 'asset']","['asset', 'subject', 'recent', 'talk', 'fox', 'walt', 'disney', 'co']",BUSINESS
219,"['wear', 'pattern', 'like', 'solang', 'knowl', 'jenna', 'lyon', 'without', 'feel', 'total', 'overwhelm', 'photo']","['art', 'sure', 'let', 'us', 'make', 'paint', 'number']",STYLE & BEAUTY
220,"['ell', 'macpherson', 'marri', 'jeffrey', 'soffer', 'fiji']","['come', 'bride', 'want', 'sure', 'check', 'huffpost', 'style', 'twitter', 'facebook', 'tumblr', 'pinterest', 'instagram']",STYLE & BEAUTY
221,"['save', 'stabil', 'public', 'bank']","['need', 'much', 'educ', 'state', 'legisl', 'public', 'larg']",BUSINESS
222,"['five', 'tip', 'relationship', 'fiscal', 'harmoni']","['compat', 'partner', 'come', 'money', 'financ', 'mani', 'coupl', 'differ', 'valu', 'money', 'concern', 'neglect', 'take', 'time', 'hash', 'issu', 'potenti', 'ruin', 'relationship']",BUSINESS
223,"['donald', 'trump', 'could', 'learn', 'appl', 'ceo']","['tim', 'cook', 'inadvert', 'school', 'trump', 'art', 'apolog']",BUSINESS
224,"['shake', 'winter', 'laid', 'back', 'afford', 'tampa']","['world', 'longest', 'continu', 'sidewalk']",TRAVEL
225,"['kardashian', 'eyewear', 'ad', 'total', 'crack', 'us', 'photo']","['make', 'kardashian', 'sear', 'collect', 'go', 'america', 'everest', 'els', 'photoshop', 'onto']",STYLE & BEAUTY
226,"['one', 'bag', 'challeng', 'pack', 'light', 'done', 'right']","['promis', 'magic', 'travel', 'geniu', 'much', 'probabl', 'claim', 'around', 'famili', 'friend', 'fact', 'matter', 'travel', 'light', 'one', 'best', 'thing', 'could', 'ever', 'surprisingli', 'easi']",TRAVEL
227,"['british', 'vogu', 'editor', 'alexandra', 'shulman', 'say', 'one', 'want', 'see', 'real', 'peopl', 'cover']","['wait', 'see', 'come', 'next', 'mag', 'entir', 'industri', 'matter', 'meantim']",STYLE & BEAUTY
228,"['bangkok', 'fit', 'right']","['bangkok', 'listen', 'bangkok', 'say', 'want', 'suit', 'special', 'made', 'rare', 'tie', 'tie', 'wife', 'may', 'gawk', 'fit', 'chines', 'dress', 'may', 'touch', 'magic', 'thick', 'twill', 'buy']",STYLE & BEAUTY
230,"['st', 'petersburg', 'russia', 'winter', 'instagram', 'wonderland']","['exampl', 'palac', 'squar', 'gather', 'place', 'near', 'winter', 'palac', 'russian', 'tsar', 'utterli', 'beauti']",TRAVEL
231,"['life', 'lesson', 'learn', 'cross', 'street', 'vietnam']","['question', 'tourist', 'cross', 'road', 'joke', 'real', 'queri', 'visitor', 'vietnam', 'make', 'side', 'need', 'brave', 'focus', 'risk', 'taker', 'like', 'life', 'life', 'lesson', 'learn', 'cross', 'street', 'vietnam']",TRAVEL
232,"['young', 'entrepreneuri', 'sky', 'limit', 'skyler', 'logsdon']","['first', 'person', 'featur', 'seri', 'penn', 'alumnu', 'jon', 'youshaei', 'googl', 'associ', 'product', 'market', 'manag', 'writer', 'intrapreneur', 'find', 'featur', 'articl']",BUSINESS
233,"['michel', 'pfeiffer', 'still', 'got', 'look', 'day']","['shop', 'similar', 'look', 'check', 'look', 'day', 'pick', 'getti', 'imag', 'want', 'sure', 'check', 'stylelist']",STYLE & BEAUTY
